q,iou,dice,loss
0.1,0.6634516369916934,0.6966242188412781,0.23936266157117925
0.3,0.6640017289255797,0.6972018153718588,0.19462358479861397
0.5,0.7198141716743341,0.7558048802580509,0.18936549963794388
0.7,0.7299827063929407,0.7664818417125878,0.14664648849133616
0.9,0.6808704147327308,0.7149139354693673,0.1243499318512113
